0 	15.36446
5.050505e-05 	15.36539
0.0001010101 	15.36632
0.0001515152 	15.36724
0.0002020202 	15.36817
0.0002525253 	15.3691
0.0003030303 	15.37002
0.0003535354 	15.37095
0.0004040404 	15.37188
0.0004545455 	15.3728
0.0005050505 	15.37373
0.0005555556 	15.37466
0.0006060606 	15.37558
0.0006565657 	15.3781
0.0007070707 	15.3815
0.0007575758 	15.3849
0.0008080808 	15.3883
0.0008585859 	15.39171
0.0009090909 	15.39511
0.000959596 	15.39851
0.001010101 	15.40191
0.001060606 	15.40531
0.001111111 	15.40871
0.001161616 	15.41211
0.001212121 	15.41558
0.001262626 	15.4212
0.001313131 	15.42681
0.001363636 	15.43243
0.001414141 	15.43805
0.001464646 	15.44366
0.001515152 	15.44928
0.001565657 	15.45489
0.001616162 	15.46051
0.001666667 	15.46612
0.001717172 	15.47174
0.001767677 	15.47735
0.001818182 	15.48328
0.001868687 	15.49102
0.001919192 	15.49876
0.001969697 	15.5065
0.002020202 	15.51424
0.002070707 	15.52198
0.002121212 	15.52972
0.002171717 	15.53746
0.002222222 	15.5452
0.002272727 	15.55294
0.002323232 	15.56068
0.002373737 	15.56842
0.002424242 	15.57632
0.002474747 	15.58598
0.002525253 	15.59565
0.002575758 	15.60531
0.002626263 	15.61498
0.002676768 	15.62465
0.002727273 	15.63431
0.002777778 	15.64398
0.002828283 	15.65364
0.002878788 	15.66331
0.002929293 	15.67298
0.002979798 	15.68264
0.003030303 	15.69301
0.003080808 	15.70442
0.003131313 	15.71583
0.003181818 	15.72725
0.003232323 	15.73866
0.003282828 	15.75007
0.003333333 	15.76148
0.003383838 	15.77289
0.003434343 	15.7843
0.003484848 	15.79571
0.003535354 	15.80713
0.003585859 	15.81963
0.003636364 	15.83216
0.003686869 	15.84468
0.003737374 	15.8572
0.003787879 	15.86973
0.003838384 	15.88225
0.003888889 	15.89477
0.003939394 	15.9073
0.003989899 	15.91992
0.004040404 	15.9334
0.004090909 	15.94689
0.004141414 	15.96037
0.004191919 	15.97386
0.004242424 	15.98735
0.004292929 	16.00083
0.004343434 	16.01432
0.004393939 	16.02821
0.004444444 	16.04218
0.004494949 	16.05615
0.004545455 	16.07012
0.00459596 	16.08409
0.004646465 	16.09806
0.00469697 	16.11246
0.004747475 	16.13165
0.00479798 	16.15083
0.004848485 	16.17002
0.00489899 	16.18921
0.004949495 	16.2084
